EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SPECIES,SEX_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,BARCODE,CELL_VIABILITY
5005,01,2,carbon tetrachloride,Rat,Male,2 hr,0,É M,Control,003017722024,5005012
5005,03,1,carbon tetrachloride,Rat,Male,8 hr,0,É M,Control,003017722029,5005031
5005,03,2,carbon tetrachloride,Rat,Male,8 hr,0,É M,Control,003017722030,5005032
5005,04,1,carbon tetrachloride,Rat,Male,24 hr,0,É M,Control,003017723007,5005041
5005,04,2,carbon tetrachloride,Rat,Male,24 hr,0,É M,Control,003017723008,5005042
5005,16,1,carbon tetrachloride,Rat,Male,2 hr,1000,É M,Low,003017722025,5005161
5005,16,2,carbon tetrachloride,Rat,Male,2 hr,1000,É M,Low,003017722026,5005162
5005,18,1,carbon tetrachloride,Rat,Male,8 hr,1000,É M,Low,003017723001,5005181
5005,18,2,carbon tetrachloride,Rat,Male,8 hr,1000,É M,Low,003017723002,5005182
5005,19,1,carbon tetrachloride,Rat,Male,24 hr,1000,É M,Low,003017723009,5005191
5005,19,2,carbon tetrachloride,Rat,Male,24 hr,1000,É M,Low,003017723010,5005192
5005,21,1,carbon tetrachloride,Rat,Male,2 hr,3000,É M,Middle,003017722027,5005211
5005,21,2,carbon tetrachloride,Rat,Male,2 hr,3000,É M,Middle,003017722028,5005212
5005,23,1,carbon tetrachloride,Rat,Male,8 hr,3000,É M,Middle,003017723003,5005231
5005,23,2,carbon tetrachloride,Rat,Male,8 hr,3000,É M,Middle,003017723004,5005232
5005,24,1,carbon tetrachloride,Rat,Male,24 hr,3000,É M,Middle,003017723011,5005241
5005,24,2,carbon tetrachloride,Rat,Male,24 hr,3000,É M,Middle,003017723012,5005242
5005,26,1,carbon tetrachloride,Rat,Male,2 hr,10000,É M,High,,5005261
5005,26,2,carbon tetrachloride,Rat,Male,2 hr,10000,É M,High,,5005262
5005,28,1,carbon tetrachloride,Rat,Male,8 hr,10000,É M,High,003017723005,5005281
5005,28,2,carbon tetrachloride,Rat,Male,8 hr,10000,É M,High,003017723006,5005282
5005,29,1,carbon tetrachloride,Rat,Male,24 hr,10000,É M,High,,5005291
5005,29,2,carbon tetrachloride,Rat,Male,24 hr,10000,É M,High,,5005292
5006,01,1,phenobarbital,Rat,Male,2 hr,0,É M,Control,003017709028,5006011
5006,01,2,phenobarbital,Rat,Male,2 hr,0,É M,Control,003017709029,5006012
5006,03,1,phenobarbital,Rat,Male,8 hr,0,É M,Control,003017710006,5006031
5006,03,2,phenobarbital,Rat,Male,8 hr,0,É M,Control,003017710007,5006032
5006,04,1,phenobarbital,Rat,Male,24 hr,0,É M,Control,003017710014,5006041
5006,04,2,phenobarbital,Rat,Male,24 hr,0,É M,Control,003017710015,5006042
5006,16,1,phenobarbital,Rat,Male,2 hr,1000,É M,Low,003017709030,5006161
5006,16,2,phenobarbital,Rat,Male,2 hr,1000,É M,Low,003017710001,5006162
5006,18,1,phenobarbital,Rat,Male,8 hr,1000,É M,Low,003017710008,5006181
5006,18,2,phenobarbital,Rat,Male,8 hr,1000,É M,Low,003017710009,5006182
5006,19,1,phenobarbital,Rat,Male,24 hr,1000,É M,Low,003017710016,5006191
5006,19,2,phenobarbital,Rat,Male,24 hr,1000,É M,Low,003017710017,5006192
5006,21,1,phenobarbital,Rat,Male,2 hr,3000,É M,Middle,003017710002,5006211
5006,21,2,phenobarbital,Rat,Male,2 hr,3000,É M,Middle,003017710003,5006212
5006,23,1,phenobarbital,Rat,Male,8 hr,3000,É M,Middle,003017710010,5006231
5006,23,2,phenobarbital,Rat,Male,8 hr,3000,É M,Middle,003017710011,5006232
5006,24,1,phenobarbital,Rat,Male,24 hr,3000,É M,Middle,003017710018,5006241
5006,24,2,phenobarbital,Rat,Male,24 hr,3000,É M,Middle,003017710019,5006242
5006,26,1,phenobarbital,Rat,Male,2 hr,10000,É M,High,003017710004,5006261
5006,26,2,phenobarbital,Rat,Male,2 hr,10000,É M,High,003017710005,5006262
5006,28,1,phenobarbital,Rat,Male,8 hr,10000,É M,High,003017710012,5006281
5006,28,2,phenobarbital,Rat,Male,8 hr,10000,É M,High,003017710013,5006282
5006,29,1,phenobarbital,Rat,Male,24 hr,10000,É M,High,003017710020,5006291
5006,29,2,phenobarbital,Rat,Male,24 hr,10000,É M,High,003017710021,5006292
5007,01,1,isoniazid,Rat,Male,2 hr,0,É M,Control,003017005002,5007011
5007,01,2,isoniazid,Rat,Male,2 hr,0,É M,Control,003017005003,5007012
5007,02,1,isoniazid,Rat,Male,8 hr,0,É M,Control,003017005010,5007021
5007,02,2,isoniazid,Rat,Male,8 hr,0,É M,Control,003017005011,5007022
5007,03,1,isoniazid,Rat,Male,24 hr,0,É M,Control,003017005018,5007031
5007,03,2,isoniazid,Rat,Male,24 hr,0,É M,Control,003017005019,5007032
5007,04,1,isoniazid,Rat,Male,2 hr,400,É M,Low,003017005004,5007041
5007,04,2,isoniazid,Rat,Male,2 hr,400,É M,Low,003017005005,5007042
5007,05,1,isoniazid,Rat,Male,8 hr,400,É M,Low,003017005012,5007051
5007,05,2,isoniazid,Rat,Male,8 hr,400,É M,Low,003017005013,5007052
5007,06,1,isoniazid,Rat,Male,24 hr,400,É M,Low,003017005020,5007061
5007,06,2,isoniazid,Rat,Male,24 hr,400,É M,Low,003017005021,5007062
5007,07,1,isoniazid,Rat,Male,2 hr,2000,É M,Middle,003017005006,5007071
5007,07,2,isoniazid,Rat,Male,2 hr,2000,É M,Middle,003017005007,5007072
5007,08,1,isoniazid,Rat,Male,8 hr,2000,É M,Middle,003017005014,5007081
5007,08,2,isoniazid,Rat,Male,8 hr,2000,É M,Middle,003017005015,5007082
5007,09,1,isoniazid,Rat,Male,24 hr,2000,É M,Middle,003017005022,5007091
5007,09,2,isoniazid,Rat,Male,24 hr,2000,É M,Middle,003017005023,5007092
5007,10,1,isoniazid,Rat,Male,2 hr,10000,É M,High,003017005008,5007101
5007,10,2,isoniazid,Rat,Male,2 hr,10000,É M,High,003017005009,5007102
5007,11,1,isoniazid,Rat,Male,8 hr,10000,É M,High,003017005016,5007111
5007,11,2,isoniazid,Rat,Male,8 hr,10000,É M,High,003017005017,5007112
5007,12,1,isoniazid,Rat,Male,24 hr,10000,É M,High,003017005024,5007121
5007,12,2,isoniazid,Rat,Male,24 hr,10000,É M,High,003017005025,5007122
5008,01,1,valproic acid,Rat,Male,2 hr,0,É M,Control,003017006001,5008011
5008,01,2,valproic acid,Rat,Male,2 hr,0,É M,Control,003017006002,5008012
5008,02,1,valproic acid,Rat,Male,8 hr,0,É M,Control,003017006009,5008021
5008,02,2,valproic acid,Rat,Male,8 hr,0,É M,Control,003017006010,5008022
5008,03,1,valproic acid,Rat,Male,24 hr,0,É M,Control,003017006017,5008031
5008,03,2,valproic acid,Rat,Male,24 hr,0,É M,Control,003017006018,5008032
5008,04,1,valproic acid,Rat,Male,2 hr,400,É M,Low,003017006003,5008041
5008,04,2,valproic acid,Rat,Male,2 hr,400,É M,Low,003017006004,5008042
5008,05,1,valproic acid,Rat,Male,8 hr,400,É M,Low,003017006011,5008051
5008,05,2,valproic acid,Rat,Male,8 hr,400,É M,Low,003017006012,5008052
5008,06,1,valproic acid,Rat,Male,24 hr,400,É M,Low,003017006019,5008061
5008,06,2,valproic acid,Rat,Male,24 hr,400,É M,Low,003017005026,5008062
5008,07,1,valproic acid,Rat,Male,2 hr,2000,É M,Middle,003017006005,5008071
5008,07,2,valproic acid,Rat,Male,2 hr,2000,É M,Middle,003017006006,5008072
5008,08,1,valproic acid,Rat,Male,8 hr,2000,É M,Middle,003017006013,5008081
5008,08,2,valproic acid,Rat,Male,8 hr,2000,É M,Middle,003017006014,5008082
5008,09,1,valproic acid,Rat,Male,24 hr,2000,É M,Middle,003017005027,5008091
5008,09,2,valproic acid,Rat,Male,24 hr,2000,É M,Middle,003017005028,5008092
5008,10,1,valproic acid,Rat,Male,2 hr,10000,É M,High,003017006007,5008101
5008,10,2,valproic acid,Rat,Male,2 hr,10000,É M,High,003017006008,5008102
5008,11,1,valproic acid,Rat,Male,8 hr,10000,É M,High,003017006015,5008111
5008,11,2,valproic acid,Rat,Male,8 hr,10000,É M,High,003017006016,5008112
5008,12,1,valproic acid,Rat,Male,24 hr,10000,É M,High,003017005029,5008121
5008,12,2,valproic acid,Rat,Male,24 hr,10000,É M,High,003017005030,5008122
5009,01,1,clofibrate,Rat,Male,2 hr,0,É M,Control,003017007014,5009011
5009,01,2,clofibrate,Rat,Male,2 hr,0,É M,Control,003017007015,5009012
5009,02,1,clofibrate,Rat,Male,8 hr,0,É M,Control,003017007022,5009021
5009,02,2,clofibrate,Rat,Male,8 hr,0,É M,Control,003017007023,5009022
5009,03,1,clofibrate,Rat,Male,24 hr,0,É M,Control,003017007030,5009031
5009,03,2,clofibrate,Rat,Male,24 hr,0,É M,Control,003017008001,5009032
5009,04,1,clofibrate,Rat,Male,2 hr,12,É M,Low,003017007016,5009041
5009,04,2,clofibrate,Rat,Male,2 hr,12,É M,Low,003017007017,5009042
5009,05,1,clofibrate,Rat,Male,8 hr,12,É M,Low,003017007024,5009051
5009,05,2,clofibrate,Rat,Male,8 hr,12,É M,Low,003017007025,5009052
5009,06,1,clofibrate,Rat,Male,24 hr,12,É M,Low,003017008002,5009061
5009,06,2,clofibrate,Rat,Male,24 hr,12,É M,Low,003017008003,5009062
5009,07,1,clofibrate,Rat,Male,2 hr,60,É M,Middle,003017007018,5009071
5009,07,2,clofibrate,Rat,Male,2 hr,60,É M,Middle,003017007019,5009072
5009,08,1,clofibrate,Rat,Male,8 hr,60,É M,Middle,003017007026,5009081
5009,08,2,clofibrate,Rat,Male,8 hr,60,É M,Middle,003017007027,5009082
5009,09,1,clofibrate,Rat,Male,24 hr,60,É M,Middle,003017008004,5009091
5009,09,2,clofibrate,Rat,Male,24 hr,60,É M,Middle,003017008005,5009092
5009,10,1,clofibrate,Rat,Male,2 hr,300,É M,High,003017007020,5009101
5009,10,2,clofibrate,Rat,Male,2 hr,300,É M,High,003017007021,5009102
5009,11,1,clofibrate,Rat,Male,8 hr,300,É M,High,003017007028,5009111
5009,11,2,clofibrate,Rat,Male,8 hr,300,É M,High,003017007029,5009112
5009,12,1,clofibrate,Rat,Male,24 hr,300,É M,High,003017008006,5009121
5009,12,2,clofibrate,Rat,Male,24 hr,300,É M,High,003017008007,5009122
5011,01,1,rifampicin,Rat,Male,2 hr,0,É M,Control,003017012001,5011011
5011,01,2,rifampicin,Rat,Male,2 hr,0,É M,Control,003017012002,5011012
5011,02,1,rifampicin,Rat,Male,8 hr,0,É M,Control,003017010021,5011021
5011,02,2,rifampicin,Rat,Male,8 hr,0,É M,Control,003017010022,5011022
5011,03,1,rifampicin,Rat,Male,24 hr,0,É M,Control,003017010029,5011031
5011,03,2,rifampicin,Rat,Male,24 hr,0,É M,Control,003017010030,5011032
5011,04,1,rifampicin,Rat,Male,2 hr,3,É M,Low,003017012003,5011041
5011,04,2,rifampicin,Rat,Male,2 hr,3,É M,Low,003017012004,5011042
5011,05,1,rifampicin,Rat,Male,8 hr,3,É M,Low,003017010023,5011051
5011,05,2,rifampicin,Rat,Male,8 hr,3,É M,Low,003017010024,5011052
5011,06,1,rifampicin,Rat,Male,24 hr,3,É M,Low,003017011025,5011061
5011,06,2,rifampicin,Rat,Male,24 hr,3,É M,Low,003017011026,5011062
5011,07,1,rifampicin,Rat,Male,2 hr,14,É M,Middle,003017012005,5011071
5011,07,2,rifampicin,Rat,Male,2 hr,14,É M,Middle,003017012006,5011072
5011,08,1,rifampicin,Rat,Male,8 hr,14,É M,Middle,003017010025,5011081
5011,08,2,rifampicin,Rat,Male,8 hr,14,É M,Middle,003017010026,5011082
5011,09,1,rifampicin,Rat,Male,24 hr,14,É M,Middle,003017011027,5011091
5011,09,2,rifampicin,Rat,Male,24 hr,14,É M,Middle,003017011028,5011092
5011,10,1,rifampicin,Rat,Male,2 hr,70,É M,High,003017012007,5011101
5011,10,2,rifampicin,Rat,Male,2 hr,70,É M,High,003017010020,5011102
5011,11,1,rifampicin,Rat,Male,8 hr,70,É M,High,003017010027,5011111
5011,11,2,rifampicin,Rat,Male,8 hr,70,É M,High,003017010028,5011112
5011,12,1,rifampicin,Rat,Male,24 hr,70,É M,High,003017037012,5011121
5011,12,2,rifampicin,Rat,Male,24 hr,70,É M,High,003017011030,5011122
5012,01,1,naphthyl isothiocyanate,Rat,Male,2 hr,0,É M,Control,003017021008,5012011
5012,01,2,naphthyl isothiocyanate,Rat,Male,2 hr,0,É M,Control,003017021009,5012012
5012,02,1,naphthyl isothiocyanate,Rat,Male,8 hr,0,É M,Control,003017021016,5012021
5012,02,2,naphthyl isothiocyanate,Rat,Male,8 hr,0,É M,Control,003017021017,5012022
5012,03,1,naphthyl isothiocyanate,Rat,Male,24 hr,0,É M,Control,003017021024,5012031
5012,03,2,naphthyl isothiocyanate,Rat,Male,24 hr,0,É M,Control,003017021025,5012032
5012,04,1,naphthyl isothiocyanate,Rat,Male,2 hr,8,É M,Low,003017021010,5012041
5012,04,2,naphthyl isothiocyanate,Rat,Male,2 hr,8,É M,Low,003017021011,5012042
5012,05,1,naphthyl isothiocyanate,Rat,Male,8 hr,8,É M,Low,003017021018,5012051
5012,05,2,naphthyl isothiocyanate,Rat,Male,8 hr,8,É M,Low,003017021019,5012052
5012,06,1,naphthyl isothiocyanate,Rat,Male,24 hr,8,É M,Low,003017021026,5012061
5012,06,2,naphthyl isothiocyanate,Rat,Male,24 hr,8,É M,Low,003017021027,5012062
5012,07,1,naphthyl isothiocyanate,Rat,Male,2 hr,40,É M,Middle,003017021012,5012071
5012,07,2,naphthyl isothiocyanate,Rat,Male,2 hr,40,É M,Middle,003017021013,5012072
5012,08,1,naphthyl isothiocyanate,Rat,Male,8 hr,40,É M,Middle,003017021020,5012081
5012,08,2,naphthyl isothiocyanate,Rat,Male,8 hr,40,É M,Middle,003017021021,5012082
5012,09,1,naphthyl isothiocyanate,Rat,Male,24 hr,40,É M,Middle,003017021028,5012091
5012,09,2,naphthyl isothiocyanate,Rat,Male,24 hr,40,É M,Middle,003017021029,5012092
5012,10,1,naphthyl isothiocyanate,Rat,Male,2 hr,200,É M,High,003017021014,5012101
5012,10,2,naphthyl isothiocyanate,Rat,Male,2 hr,200,É M,High,003017021015,5012102
5012,11,1,naphthyl isothiocyanate,Rat,Male,8 hr,200,É M,High,003017021022,5012111
5012,11,2,naphthyl isothiocyanate,Rat,Male,8 hr,200,É M,High,003017021023,5012112
5012,12,1,naphthyl isothiocyanate,Rat,Male,24 hr,200,É M,High,003017021030,5012121
5012,12,2,naphthyl isothiocyanate,Rat,Male,24 hr,200,É M,High,003017022001,5012122
5013,01,1,allyl alcohol,Rat,Male,2 hr,0,É M,Control,003017022002,5013011
5013,01,2,allyl alcohol,Rat,Male,2 hr,0,É M,Control,003017022003,5013012
5013,02,1,allyl alcohol,Rat,Male,8 hr,0,É M,Control,003017022010,5013021
5013,02,2,allyl alcohol,Rat,Male,8 hr,0,É M,Control,003017022011,5013022
5013,03,1,allyl alcohol,Rat,Male,24 hr,0,É M,Control,003017022018,5013031
5013,03,2,allyl alcohol,Rat,Male,24 hr,0,É M,Control,003017022019,5013032
5013,04,1,allyl alcohol,Rat,Male,2 hr,1,É M,Low,003017022004,5013041
5013,04,2,allyl alcohol,Rat,Male,2 hr,1,É M,Low,003017022005,5013042
5013,05,1,allyl alcohol,Rat,Male,8 hr,1,É M,Low,003017022012,5013051
5013,05,2,allyl alcohol,Rat,Male,8 hr,1,É M,Low,003017022013,5013052
5013,06,1,allyl alcohol,Rat,Male,24 hr,1,É M,Low,003017022020,5013061
5013,06,2,allyl alcohol,Rat,Male,24 hr,1,É M,Low,003017022021,5013062
5013,07,1,allyl alcohol,Rat,Male,2 hr,4,É M,Middle,003017022006,5013071
5013,07,2,allyl alcohol,Rat,Male,2 hr,4,É M,Middle,003017022007,5013072
5013,08,1,allyl alcohol,Rat,Male,8 hr,4,É M,Middle,003017022014,5013081
5013,08,2,allyl alcohol,Rat,Male,8 hr,4,É M,Middle,003017022015,5013082
5013,09,1,allyl alcohol,Rat,Male,24 hr,4,É M,Middle,003017022022,5013091
5013,09,2,allyl alcohol,Rat,Male,24 hr,4,É M,Middle,003017022023,5013092
5013,10,1,allyl alcohol,Rat,Male,2 hr,20,É M,High,003017022008,5013101
5013,10,2,allyl alcohol,Rat,Male,2 hr,20,É M,High,003017022009,5013102
5013,11,1,allyl alcohol,Rat,Male,8 hr,20,É M,High,003017022016,5013111
5013,11,2,allyl alcohol,Rat,Male,8 hr,20,É M,High,003017022017,5013112
5013,12,1,allyl alcohol,Rat,Male,24 hr,20,É M,High,003017022024,5013121
5013,12,2,allyl alcohol,Rat,Male,24 hr,20,É M,High,003017022025,5013122
5014,01,1,phenylbutazone,Rat,Male,2 hr,0,É M,Control,003017023007,5014011
5014,01,2,phenylbutazone,Rat,Male,2 hr,0,É M,Control,003017023008,5014012
5014,02,1,phenylbutazone,Rat,Male,8 hr,0,É M,Control,003017023015,5014021
5014,02,2,phenylbutazone,Rat,Male,8 hr,0,É M,Control,003017023016,5014022
5014,03,1,phenylbutazone,Rat,Male,24 hr,0,É M,Control,003017023023,5014031
5014,03,2,phenylbutazone,Rat,Male,24 hr,0,É M,Control,003017023024,5014032
5014,04,1,phenylbutazone,Rat,Male,2 hr,16,É M,Low,003017023009,5014041
5014,04,2,phenylbutazone,Rat,Male,2 hr,16,É M,Low,003017023010,5014042
5014,05,1,phenylbutazone,Rat,Male,8 hr,16,É M,Low,003017023017,5014051
5014,05,2,phenylbutazone,Rat,Male,8 hr,16,É M,Low,003017023018,5014052
5014,06,1,phenylbutazone,Rat,Male,24 hr,16,É M,Low,003017023025,5014061
5014,06,2,phenylbutazone,Rat,Male,24 hr,16,É M,Low,003017023026,5014062
5014,07,1,phenylbutazone,Rat,Male,2 hr,80,É M,Middle,003017023011,5014071
5014,07,2,phenylbutazone,Rat,Male,2 hr,80,É M,Middle,003017023012,5014072
5014,08,1,phenylbutazone,Rat,Male,8 hr,80,É M,Middle,003017023019,5014081
5014,08,2,phenylbutazone,Rat,Male,8 hr,80,É M,Middle,003017023020,5014082
5014,09,1,phenylbutazone,Rat,Male,24 hr,80,É M,Middle,003017023027,5014091
5014,09,2,phenylbutazone,Rat,Male,24 hr,80,É M,Middle,003017023028,5014092
5014,10,1,phenylbutazone,Rat,Male,2 hr,400,É M,High,003017023013,5014101
5014,10,2,phenylbutazone,Rat,Male,2 hr,400,É M,High,003017023014,5014102
5014,11,1,phenylbutazone,Rat,Male,8 hr,400,É M,High,003017023021,5014111
5014,11,2,phenylbutazone,Rat,Male,8 hr,400,É M,High,003017023022,5014112
5014,12,1,phenylbutazone,Rat,Male,24 hr,400,É M,High,003017023029,5014121
5014,12,2,phenylbutazone,Rat,Male,24 hr,400,É M,High,003017023030,5014122
5015,01,1,omeprazole,Rat,Male,2 hr,0,É M,Control,003017026016,5015011
5015,01,2,omeprazole,Rat,Male,2 hr,0,É M,Control,003017026017,5015012
5015,02,1,omeprazole,Rat,Male,8 hr,0,É M,Control,003017026024,5015021
5015,02,2,omeprazole,Rat,Male,8 hr,0,É M,Control,003017026025,5015022
5015,03,1,omeprazole,Rat,Male,24 hr,0,É M,Control,003017027002,5015031
5015,03,2,omeprazole,Rat,Male,24 hr,0,É M,Control,003017027003,5015032
5015,04,1,omeprazole,Rat,Male,2 hr,5,É M,Low,003017026018,5015041
5015,04,2,omeprazole,Rat,Male,2 hr,5,É M,Low,003017026019,5015042
5015,05,1,omeprazole,Rat,Male,8 hr,5,É M,Low,003017026026,5015051
5015,05,2,omeprazole,Rat,Male,8 hr,5,É M,Low,003017026027,5015052
5015,06,1,omeprazole,Rat,Male,24 hr,5,É M,Low,003017027004,5015061
5015,06,2,omeprazole,Rat,Male,24 hr,5,É M,Low,003017027005,5015062
5015,07,1,omeprazole,Rat,Male,2 hr,24,É M,Middle,003017026020,5015071
5015,07,2,omeprazole,Rat,Male,2 hr,24,É M,Middle,003017026021,5015072
5015,08,1,omeprazole,Rat,Male,8 hr,24,É M,Middle,003017026028,5015081
5015,08,2,omeprazole,Rat,Male,8 hr,24,É M,Middle,003017026029,5015082
5015,09,1,omeprazole,Rat,Male,24 hr,24,É M,Middle,003017027006,5015091
5015,09,2,omeprazole,Rat,Male,24 hr,24,É M,Middle,003017027007,5015092
5015,10,1,omeprazole,Rat,Male,2 hr,120,É M,High,003017026022,5015101
5015,10,2,omeprazole,Rat,Male,2 hr,120,É M,High,003017026023,5015102
5015,11,1,omeprazole,Rat,Male,8 hr,120,É M,High,003017026030,5015111
5015,11,2,omeprazole,Rat,Male,8 hr,120,É M,High,003017027001,5015112
5015,12,1,omeprazole,Rat,Male,24 hr,120,É M,High,003017027008,5015121
5015,12,2,omeprazole,Rat,Male,24 hr,120,É M,High,003017027009,5015122
5016,01,1,ethionine,Rat,Male,2 hr,0,É M,Control,003017027010,5016011
5016,01,2,ethionine,Rat,Male,2 hr,0,É M,Control,003017027011,5016012
5016,02,1,ethionine,Rat,Male,8 hr,0,É M,Control,003017027018,5016021
5016,02,2,ethionine,Rat,Male,8 hr,0,É M,Control,003017027019,5016022
5016,03,1,ethionine,Rat,Male,24 hr,0,É M,Control,003017027026,5016031
5016,03,2,ethionine,Rat,Male,24 hr,0,É M,Control,003017027027,5016032
5016,04,1,ethionine,Rat,Male,2 hr,400,É M,Low,003017027012,5016041
5016,04,2,ethionine,Rat,Male,2 hr,400,É M,Low,003017027013,5016042
5016,05,1,ethionine,Rat,Male,8 hr,400,É M,Low,003017027020,5016051
5016,05,2,ethionine,Rat,Male,8 hr,400,É M,Low,003017027021,5016052
5016,06,1,ethionine,Rat,Male,24 hr,400,É M,Low,003017027028,5016061
5016,06,2,ethionine,Rat,Male,24 hr,400,É M,Low,003017027029,5016062
5016,07,1,ethionine,Rat,Male,2 hr,2000,É M,Middle,003017027014,5016071
5016,07,2,ethionine,Rat,Male,2 hr,2000,É M,Middle,003017027015,5016072
5016,08,1,ethionine,Rat,Male,8 hr,2000,É M,Middle,003017027022,5016081
5016,08,2,ethionine,Rat,Male,8 hr,2000,É M,Middle,003017027023,5016082
5016,09,1,ethionine,Rat,Male,24 hr,2000,É M,Middle,003017027030,5016091
5016,09,2,ethionine,Rat,Male,24 hr,2000,É M,Middle,003017028001,5016092
5016,10,1,ethionine,Rat,Male,2 hr,10000,É M,High,003017027016,5016101
5016,10,2,ethionine,Rat,Male,2 hr,10000,É M,High,003017027017,5016102
5016,11,1,ethionine,Rat,Male,8 hr,10000,É M,High,003017027024,5016111
5016,11,2,ethionine,Rat,Male,8 hr,10000,É M,High,003017027025,5016112
5016,12,1,ethionine,Rat,Male,24 hr,10000,É M,High,003017028002,5016121
5016,12,2,ethionine,Rat,Male,24 hr,10000,É M,High,003017028003,5016122
5017,01,1,aspirin,Rat,Male,2 hr,0,É M,Control,003017028028,5017011
5017,01,2,aspirin,Rat,Male,2 hr,0,É M,Control,003017028029,5017012
5017,02,1,aspirin,Rat,Male,8 hr,0,É M,Control,003017029006,5017021
5017,02,2,aspirin,Rat,Male,8 hr,0,É M,Control,003017029007,5017022
5017,03,1,aspirin,Rat,Male,24 hr,0,É M,Control,003017029014,5017031
5017,03,2,aspirin,Rat,Male,24 hr,0,É M,Control,003017029015,5017032
5017,04,1,aspirin,Rat,Male,2 hr,120,É M,Low,003017028030,5017041
5017,04,2,aspirin,Rat,Male,2 hr,120,É M,Low,003017029001,5017042
5017,05,1,aspirin,Rat,Male,8 hr,120,É M,Low,003017029008,5017051
5017,05,2,aspirin,Rat,Male,8 hr,120,É M,Low,003017029009,5017052
5017,06,1,aspirin,Rat,Male,24 hr,120,É M,Low,003017029016,5017061
5017,06,2,aspirin,Rat,Male,24 hr,120,É M,Low,003017029017,5017062
5017,07,1,aspirin,Rat,Male,2 hr,600,É M,Middle,003017029002,5017071
5017,07,2,aspirin,Rat,Male,2 hr,600,É M,Middle,003017029003,5017072
5017,08,1,aspirin,Rat,Male,8 hr,600,É M,Middle,003017029010,5017081
5017,08,2,aspirin,Rat,Male,8 hr,600,É M,Middle,003017029011,5017082
5017,09,1,aspirin,Rat,Male,24 hr,600,É M,Middle,003017029018,5017091
5017,09,2,aspirin,Rat,Male,24 hr,600,É M,Middle,003017029019,5017092
5017,10,1,aspirin,Rat,Male,2 hr,3000,É M,High,003017029004,5017101
5017,10,2,aspirin,Rat,Male,2 hr,3000,É M,High,003017029005,5017102
5017,11,1,aspirin,Rat,Male,8 hr,3000,É M,High,003017029012,5017111
5017,11,2,aspirin,Rat,Male,8 hr,3000,É M,High,003017029013,5017112
5017,12,1,aspirin,Rat,Male,24 hr,3000,É M,High,003017029020,5017121
5017,12,2,aspirin,Rat,Male,24 hr,3000,É M,High,003017029021,5017122
5018,01,1,indomethacin,Rat,Male,2 hr,0,É M,Control,003017030016,5018011
5018,01,2,indomethacin,Rat,Male,2 hr,0,É M,Control,003017030017,5018012
5018,02,1,indomethacin,Rat,Male,8 hr,0,É M,Control,003017030024,5018021
5018,02,2,indomethacin,Rat,Male,8 hr,0,É M,Control,003017030025,5018022
5018,03,1,indomethacin,Rat,Male,24 hr,0,É M,Control,003017031014,5018031
