EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SINGLE_REPEAT_TYPE,SEX_TYPE,STRAIN_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE(week),SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,TERMINAL_BW(g),LIVER(g),KIDNEY_TOTAL(g),KIDNEY_R(g),KIDNEY_L(g)
0040,03,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control,196.0,8.139,2.099,1.044,1.055
0040,03,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control,199.8,8.52,1.889,0.954,0.935
0040,04,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,216.8,11.259,2.001,1.002,0.999
0040,04,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,212.2,9.681,2.066,1.018,1.048
0040,04,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,219.0,11.304,2.007,1.019,0.988
0040,04,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,214.9,10.344,1.988,1.018,0.97
0040,04,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control,211.9,10.951,1.871,0.944,0.927
0040,11,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Low,205.0,10.358,1.938,0.95,0.988
0040,11,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Low,211.7,10.476,2.064,1.029,1.035
0040,11,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Low,191.7,8.793,1.617,0.817,0.8
0040,11,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Low,208.9,9.322,1.912,0.972,0.94
0040,11,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Low,212.3,10.751,2.339,1.18,1.159
0040,12,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Low,192.4,8.251,1.765,0.94,0.825
0040,12,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Low,200.8,8.943,1.864,0.955,0.909
0040,12,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Low,205.9,9.442,1.936,0.948,0.988
0040,12,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Low,187.0,8.289,1.883,0.961,0.922
0040,12,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Low,199.9,8.242,1.955,1.009,0.946
0040,13,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Low,202.8,8.26,1.895,1.002,0.893
0040,13,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Low,196.0,8.37,1.866,0.919,0.947
0040,13,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Low,193.7,7.947,1.652,0.839,0.813
0040,13,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Low,206.0,9.144,1.97,1.01,0.96
0040,13,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Low,191.8,7.548,1.776,0.907,0.869
0040,14,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Low,220.9,12.472,1.961,1.021,0.94
0040,14,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Low,223.2,10.846,2.082,1.07,1.012
0040,14,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Low,203.6,10.017,1.724,0.859,0.865
0040,14,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Low,215.6,11.328,2.031,1.101,0.93
0040,14,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Low,219.2,10.667,1.9,0.974,0.926
0040,16,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,600,mg/kg,Middle,210.4,9.433,1.781,0.907,0.874
0040,16,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,600,mg/kg,Middle,195.3,9.331,1.654,0.848,0.806
0040,16,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,600,mg/kg,Middle,200.7,9.408,1.73,0.881,0.849
0040,16,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,600,mg/kg,Middle,209.3,9.297,1.407,0.71,0.697
0040,16,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,600,mg/kg,Middle,190.8,8.388,1.66,0.853,0.807
0040,17,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,600,mg/kg,Middle,194.2,8.983,1.765,0.879,0.886
0040,17,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,600,mg/kg,Middle,201.9,8.493,1.98,1.02,0.96
0040,17,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,600,mg/kg,Middle,188.5,8.598,1.844,0.944,0.9
0040,17,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,600,mg/kg,Middle,204.9,9.259,2.166,1.084,1.082
0040,17,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,600,mg/kg,Middle,214.2,9.324,1.929,0.997,0.932
0040,18,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,600,mg/kg,Middle,190.7,7.513,1.607,0.816,0.791
0040,18,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,600,mg/kg,Middle,199.6,7.959,1.771,0.888,0.883
0040,18,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,600,mg/kg,Middle,199.6,8.634,1.845,0.911,0.934
0040,18,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,600,mg/kg,Middle,182.7,7.115,1.746,0.881,0.865
0040,18,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,600,mg/kg,Middle,203.8,7.82,1.769,0.903,0.866
0040,19,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,600,mg/kg,Middle,212.3,10.788,2.176,1.102,1.074
0040,19,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,600,mg/kg,Middle,198.6,9.857,1.829,0.924,0.905
0040,19,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,600,mg/kg,Middle,203.7,11.326,1.896,0.979,0.917
0040,19,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,600,mg/kg,Middle,214.6,10.557,2.469,1.262,1.207
0040,19,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,600,mg/kg,Middle,193.3,9.224,1.733,0.887,0.846
0040,21,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High,193.1,8.857,1.647,0.843,0.804
0040,21,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High,202.6,8.95,1.895,0.954,0.941
0040,21,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High,206.5,9.704,1.723,0.814,0.909
0040,21,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High,193.6,8.591,1.935,0.975,0.96
0040,21,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High,198.3,8.632,1.748,0.895,0.853
0040,22,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High,209.1,9.182,2.08,1.04,1.04
0040,22,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High,199.5,8.518,1.84,0.906,0.934
0040,22,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High,205.9,8.917,2.048,1.009,1.039
0040,22,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High,220.5,9.257,1.915,0.983,0.932
0040,22,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High,192.0,8.204,1.585,0.806,0.779
0040,23,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High,191.7,8.051,1.725,0.858,0.867
0040,23,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High,206.5,9.308,1.89,0.97,0.92
0040,23,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High,190.9,7.771,1.745,0.895,0.85
0040,23,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High,199.5,7.796,1.798,0.908,0.89
0040,23,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High,208.9,8.517,1.986,0.986,1.0
0040,24,1,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High,204.3,9.598,1.867,0.944,0.923
0040,24,2,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High,189.6,9.093,1.889,0.979,0.91
0040,24,3,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High,212.0,10.666,2.194,1.136,1.058
0040,24,4,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High,199.8,8.831,1.857,0.932,0.925
0040,24,5,acetaminophen,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High,204.7,9.99,1.772,0.865,0.907
0042,01,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,234.1,12.13,2.109,1.056,1.053
0042,01,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,247.4,12.743,2.467,1.24,1.227
0042,01,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,227.4,11.625,1.884,0.93,0.954
0042,01,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,233.3,11.219,2.144,1.083,1.061
0042,01,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,244.6,11.398,2.057,1.043,1.014
0042,02,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,257.6,12.245,2.075,1.014,1.061
0042,02,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,280.5,15.031,2.28,1.135,1.145
0042,02,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,271.9,12.814,2.517,1.23,1.287
0042,02,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,250.7,11.849,1.917,0.968,0.949
0042,02,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,277.4,15.106,2.3,1.161,1.139
0042,03,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,337.0,14.571,2.358,1.165,1.193
0042,03,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,300.3,13.076,2.621,1.303,1.318
0042,03,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,319.5,14.545,2.463,1.228,1.235
0042,03,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,299.9,13.003,2.236,1.123,1.113
0042,04,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,406.3,16.419,2.633,1.374,1.259
0042,04,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,413.1,16.869,2.65,1.325,1.325
0042,04,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,353.9,14.395,2.433,1.233,1.2
0042,04,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,411.5,17.18,2.553,1.259,1.294
0042,04,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control,412.3,18.201,2.855,1.453,1.402
0042,09,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,300,mg/kg,Low,232.6,12.451,2.236,1.104,1.132
0042,09,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,300,mg/kg,Low,225.8,11.011,1.934,0.974,0.96
0042,09,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,300,mg/kg,Low,234.4,12.902,2.182,1.094,1.088
0042,09,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,300,mg/kg,Low,234.1,12.004,1.971,0.992,0.979
0042,09,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,300,mg/kg,Low,215.5,9.9,1.868,0.93,0.938
0042,10,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,300,mg/kg,Low,255.4,13.121,2.018,1.028,0.99
0042,10,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,300,mg/kg,Low,286.0,16.969,2.323,1.165,1.158
0042,10,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,300,mg/kg,Low,241.9,12.597,1.966,0.981,0.985
0042,10,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,300,mg/kg,Low,274.4,15.17,2.348,1.191,1.157
0042,10,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,300,mg/kg,Low,277.0,14.066,2.102,1.047,1.055
0042,11,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,300,mg/kg,Low,314.6,15.757,2.251,1.094,1.157
0042,11,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,300,mg/kg,Low,296.5,13.275,2.427,1.209,1.218
0042,11,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,300,mg/kg,Low,328.9,16.278,2.475,1.226,1.249
0042,11,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,300,mg/kg,Low,322.9,16.152,2.446,1.257,1.189
0042,11,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,300,mg/kg,Low,306.0,14.861,2.602,1.351,1.251
0042,12,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,300,mg/kg,Low,382.2,16.032,2.997,1.512,1.485
0042,12,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,300,mg/kg,Low,372.2,16.213,3.059,1.52,1.539
0042,12,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,300,mg/kg,Low,379.6,17.891,2.507,1.247,1.26
0042,12,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,300,mg/kg,Low,371.7,15.688,2.536,1.304,1.232
0042,12,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,300,mg/kg,Low,359.9,16.297,2.851,1.441,1.41
0042,13,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,600,mg/kg,Middle,206.9,11.26,1.78,0.88,0.9
0042,13,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,600,mg/kg,Middle,239.4,13.272,2.072,1.045,1.027
0042,13,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,600,mg/kg,Middle,207.5,11.303,1.829,0.918,0.911
0042,13,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,600,mg/kg,Middle,220.7,11.613,1.968,0.978,0.99
0042,13,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,600,mg/kg,Middle,221.5,11.682,2.273,1.136,1.137
0042,14,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,600,mg/kg,Middle,254.3,13.974,2.396,1.231,1.165
0042,14,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,600,mg/kg,Middle,243.6,12.7,2.173,1.128,1.045
0042,14,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,600,mg/kg,Middle,246.5,12.838,1.989,1.001,0.988
0042,14,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,600,mg/kg,Middle,241.3,12.467,2.288,1.173,1.115
0042,14,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,600,mg/kg,Middle,239.5,11.334,2.156,1.099,1.057
0042,15,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,600,mg/kg,Middle,287.8,14.011,2.584,1.276,1.308
0042,15,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,600,mg/kg,Middle,318.0,15.333,2.524,1.247,1.277
0042,15,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,600,mg/kg,Middle,299.1,16.195,2.353,1.19,1.163
0042,15,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,600,mg/kg,Middle,309.1,16.136,2.615,1.325,1.29
0042,15,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,600,mg/kg,Middle,275.6,12.792,1.854,1.043,0.811
0042,16,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,600,mg/kg,Middle,380.5,19.468,2.813,1.395,1.418
0042,16,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,600,mg/kg,Middle,352.6,15.43,2.919,1.483,1.436
0042,16,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,600,mg/kg,Middle,389.2,18.25,2.707,1.37,1.337
0042,16,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,600,mg/kg,Middle,372.4,18.916,2.759,1.386,1.373
0042,16,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,600,mg/kg,Middle,361.7,17.627,3.309,1.668,1.641
0042,17,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,1000,mg/kg,High,211.5,12.246,1.987,0.982,1.005
0042,17,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,1000,mg/kg,High,203.6,11.746,1.979,0.977,1.002
0042,17,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,1000,mg/kg,High,209.8,11.088,1.95,0.999,0.951
0042,17,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,1000,mg/kg,High,212.9,12.972,1.858,0.924,0.934
0042,17,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,1000,mg/kg,High,204.8,9.982,1.852,0.964,0.888
0042,18,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,1000,mg/kg,High,243.7,12.116,2.374,1.217,1.157
0042,18,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,1000,mg/kg,High,210.7,10.873,1.74,0.862,0.878
0042,18,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,1000,mg/kg,High,226.4,11.728,2.103,1.028,1.075
0042,18,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,1000,mg/kg,High,241.3,11.211,2.201,1.099,1.102
0042,18,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,1000,mg/kg,High,224.5,11.512,2.116,1.064,1.052
0042,19,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,1000,mg/kg,High,276.7,14.473,2.442,1.206,1.236
0042,19,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,1000,mg/kg,High,290.8,15.183,2.445,1.22,1.225
0042,19,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,1000,mg/kg,High,278.4,12.963,2.537,1.306,1.231
0042,19,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,1000,mg/kg,High,298.4,16.263,2.622,1.352,1.27
0042,19,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,1000,mg/kg,High,290.0,13.601,2.627,1.319,1.308
0042,20,1,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,1000,mg/kg,High,371.4,18.002,2.636,1.324,1.312
0042,20,2,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,1000,mg/kg,High,367.5,17.077,2.742,1.31,1.432
0042,20,3,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,1000,mg/kg,High,371.2,16.158,2.972,1.475,1.497
0042,20,4,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,1000,mg/kg,High,325.3,14.552,2.687,1.333,1.354
0042,20,5,acetaminophen,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,1000,mg/kg,High,310.0,16.192,2.672,1.341,1.331
0061,01,1,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,210.2,10.661,1.773,0.868,0.905
0061,01,2,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,215.8,11.955,2.041,1.03,1.011
0061,01,3,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,238.6,12.977,2.024,1.012,1.012
0061,01,4,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,209.1,9.735,1.729,0.874,0.855
0061,01,5,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control,223.2,11.001,1.885,0.969,0.916
0061,02,1,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,260.6,12.309,2.386,1.193,1.193
0061,02,2,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,234.7,11.535,1.972,0.985,0.987
0061,02,3,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,254.4,11.729,2.164,1.086,1.078
0061,02,4,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,263.0,13.654,2.331,1.181,1.15
0061,02,5,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control,246.8,12.272,2.051,1.03,1.021
0061,03,1,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,328.4,15.779,2.524,1.327,1.197
0061,03,2,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,301.3,14.374,2.112,1.067,1.045
0061,03,3,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,277.9,11.314,2.354,1.194,1.16
0061,03,4,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,276.1,11.567,2.009,1.02,0.989
0061,03,5,isoniazid,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control,286.1,13.454,2.201,1.074,1.127
